productCode,image,name,category,description,price
76020010O0G2535,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1691169428/760200_10O0G_2535_001_058_0000_Light.jpg,Mini bamboo shoulder bag,WOMENS SMLG,"Combining recognizable elements of the House, this mini bag is defined by its bamboo handle and Double G hardware. Crafted from brown leather, the accessory is completed by a detachable and adjustable shoulder strap.",1950.0
7601999AAD98341,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1699895029/760199_9AAD9_8341_001_082_0000_Light.jpg,Ophidia mini bucket bag,WOMENS SMLG,"The Ophidia line is further elevated through new sizes and styles including variations with top handles as well as shoulder straps, allowing for versatile wear. The signature Double G hardware completes enrich this mini bucket bag.",1580.0
760199FADMG9795,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709143252/760199_FADMG_9795_001_100_0000_Light.jpg,Ophidia mini bucket bag,WOMENS SMLG,"The Ophidia line is further elevated through new sizes and styles including variations with top handles as well as shoulder straps, allowing for versatile wear. The signature Double G hardware completes this mini bucket bag in a light gold against a beige and white GG Supreme canvas base.",1580.0
7601961AAQD9022,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685551720/760196_1AAQD_9022_001_066_0000_Light.jpg,Gucci Horsebit 1955 small shoulder bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a small shoulder bag variation, offering greater versatility and functionality. Presented in signature white leather with a zip closure, an adjustable shoulder completes the design.",1690.0
7601961AAQD2361,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689094863/760196_1AAQD_2361_001_066_0000_Light.jpg,Gucci Horsebit 1955 small shoulder bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a small shoulder bag variation, offering greater versatility and functionality. Presented in signature brown leather with a zip closure, an adjustable shoulder completes the design.",1690.0
7601961AAQD1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689323446/760196_1AAQD_1000_001_066_0000_Light.jpg,Gucci Horsebit 1955 small shoulder bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a small shoulder bag variation, offering greater versatility and functionality. Presented in signature black leather with a zip closure, an adjustable shoulder completes the design.",1690.0
76019692TCG8563,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689323452/760196_92TCG_8563_001_066_0000_Light.jpg,Gucci Horsebit 1955 small shoulder bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a small shoulder bag variation, offering greater versatility and functionality. Presented in signature beige and ebony GG Supreme canvas with a zip closure, an adjustable shoulder completes the design.",1590.0
7601911AAQD9022,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689181238/760191_1AAQD_9022_001_057_0000_Light.jpg,Gucci Horsebit 1955 mini rounded bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a mini shoulder bag variation, offering greater versatility and functionality. Presented in signature white leather with a flap closure, an adjustable shoulder strap completes the design.",3190.0
7601911AAQD2361,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689006635/760191_1AAQD_2361_001_057_0000_Light.jpg,Gucci Horsebit 1955 mini rounded bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a mini shoulder bag variation, offering greater versatility and functionality. Presented in signature brown leather with a flap closure, an adjustable shoulder strap completes the design.",3190.0
7601911AAQD1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1692893926/760191_1AAQD_1000_001_057_0000_Light.jpg,Gucci Horsebit 1955 mini rounded bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a mini shoulder bag variation, offering greater versatility and functionality. Presented in signature black leather with a flap closure, an adjustable shoulder strap completes the design.",3190.0
76019192TCG8563,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685638880/760191_92TCG_8563_001_057_0000_Light.jpg,Gucci Horsebit 1955 mini rounded bag,HANDBAGS,"The Gucci 1955 Horsebit evolves as part of the latest collection with the addition of a mini shoulder bag variation, offering greater versatility and functionality. Presented in signature GG Supreme canvas with a flap closure, an adjustable shoulder strap completes the design.",2950.0
7601680YAQT1173,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1690524957/760168_0YAQT_1173_001_100_0000_Light.jpg,GG Marmont thin chain belt,WOMENS BELTS,"The Double G motif elevates the design of this leather and chain belt. The chain element recalls the design of belts from past eras, while the hardware gives a defining logo touch to the piece.",890.0
7601660YAQG1055,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1693587679/760166_0YAQG_1055_001_100_0000_Light.jpg,Thin chain belt with Round Interlocking G,WOMENS BELTS,"Coming from the House's archives, a geometrically shaped version of the Interlocking G logo defines a selection of leather accessories. Heritage details continue to be reimagined throughout the latest collections.",1350.0
7601640AAAR6207,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711647130/760164_0AAAR_6207_001_100_0000_Light.jpg,Belt with Round Interlocking G,WOMENS BELTS,"Versatile and essential pieces combine functionality with a stylish touch. Presented in Gucci Rosso Ancora red leather, this belt is defined by an oval buckle and a Round Interlocking G belt loop in light gold-toned hardware.",440.0
7601640AAAR4009,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713200439/760164_0AAAR_4009_001_100_0000_Light.jpg,Belt with Round Interlocking G,WOMENS BELTS,"Versatile and essential pieces combine functionality with a stylish touch. Presented in blue leather, this belt is defined by an oval buckle and a Round Interlocking G belt loop in light gold-toned hardware.",440.0
7601640YA0G9022,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1690524954/760164_0YA0G_9022_001_100_0000_Light.jpg,Belt with Round Interlocking G,WOMENS BELTS,Looks from the Cruise 2024 selection combine functionality with a stylish touch. This striking belt is presented in white leather and enriched with a Round Interlocking G belt loop.,440.0
7601640YA0G1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1692686743/760164_0YA0G_1000_001_100_0000_Light.jpg,Belt with Round Interlocking G,WOMENS BELTS,Looks from the Cruise 2024 selection combine functionality with a stylish touch. This striking belt is presented in black leather and enriched with a Round Interlocking G belt loop.,440.0
7601610YAUG1081,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1692893924/760161_0YAUG_1081_001_100_0000_Light.jpg,1955 Horsebit wide leather belt,WOMENS BELTS,"For Cruise 2024, the Horsebit spotlights a sparkling iteration of its double ring and bar. The crystal-set hardware creates new visual contrast with the leather material in fresh colors. Here, the historic hardware defines this black leather belt.",1950.0
7601590YA0G1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1690524950/760159_0YA0G_1000_001_100_0000_Light.jpg,Thin belt with Round Interlocking G,WOMENS BELTS,"Looks from the Cruise 2024 selection combine functionality with a stylish touch. Crafted in black leather, this thin belt is enriched with a gold-toned oval buckle with mini Round Interlocking G, recalling the House's heritage.",360.0
760152FACK79768,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685436490/760152_FACK7_9768_001_100_0000_Light.jpg,Large duffle bag with Web,TRAVEL,"The GG Supreme is inspired by an archival design from the 1930s and remains one of the House's most emblematic materials. Presented in the traditional colorway atop this duffle bag, the canvas is representative of timeless pieces and everlasting design.",2150.0
760123FACJN9765,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685037637/760123_FACJN_9765_001_083_0000_Light.jpg,GG messenger bag,MENS BAGS,"The GG Supreme canvas has come to the front of each collection, becoming a hallmark of the House. Here, a beige and ebony variation defines the travel piece, adding a contemporary feel to this messenger bag.",1750.0
76001996IWT8745,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684880171/760019_96IWT_8745_001_062_0000_Light.jpg,Gucci Savoy toiletry case with Web,TRAVEL,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. GG Supreme has been reimagined countless times appearing in the House's collections since the 1960s. The emblematic Supreme canvas continues to enrich signature leather goods pieces in new dimensions, such as this toiletry case completed by Double G hardware and a green and red Web stripe.",750.0
758664FACK79768,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689180417/758664_FACK7_9768_001_084_0000_Light.jpg,Medium duffle bag with Web,TRAVEL,"The GG Supreme is inspired by an archival design from the 1930s and remains one of the House's most emblematic materials. Here, the classic palette defines this duffle bag. A green d and red Web completes the travel piece.",1890.0
757943AACAG9055,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686848491/757943_AACAG_9055_001_100_0000_Light.jpg,Women's Gucci Ace sneaker with Web,WOMENS SHOES,"Since its debut, the Ace sneaker has become a mainstay of the House's narrative. A new version of the characteristic low-top silhouette is presented in the latest collection, featuring unique details. A chunkier construction defines the shape, while a metal “ACE” tag shines atop the lace-up closure. Gucci's distinctive green and red Web stripe completes the style.",890.0
757887UPG709564,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684859487/757887_UPG70_9564_001_100_0000_Light.jpg,Women's Rhyton sneaker,WOMENS SHOES,"Designs inspired by the sporting world are interpreted through the Gucci lens with standout logo details. This pair of ivory leather Rhyton sneakers is defined by a bold Interlocking G cut-out in a contrasting hue, presenting a new take on the House logo.",1080.0
757887UPG701057,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686848481/757887_UPG70_1057_001_100_0000_Light.jpg,Women's Rhyton sneaker,WOMENS SHOES,"Designs inspired by the sporting world are interpreted through the Gucci lens with standout logo details. This pair of black leather Rhyton sneakers is defined by a bold Interlocking G cut-out in a contrasting hue, presenting a new take on the House logo.",1080.0
757700FAB4C2562,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685467001/757700_FAB4C_2562_001_100_0000_Light.jpg,Women's Screener sneaker,WOMENS SHOES,"The logo continues to be a distinguishing feature of Gucci's collections and appears atop these Women's Screener sneakers. An homage to Founder Guccio Gucci originally created in the 1930s, the distinctive GG motif has been the inspiration for new explorations of expression for almost a century.",1450.0
75730996IWG8745,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1690352197/757309_96IWG_8745_001_062_0000_Light.jpg,Ophidia mini GG shoulder bag,WOMENS SMLG,"Gucci heritage meets contemporary design with the continuation of Ophidia. With its two archival details, the Web and the Double G hardware, the line takes on new shapes and dimensions in the Pre-Fall collection. This mini shoulder bag appears in the classic beige and ebony GG Supreme.",1200.0
7569373G0012164,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679337074/756937_3G001_2164_001_100_0000_Light.jpg,Interlocking G Horsebit Web print silk neck bow,WOMENS SILK ACC,House logos and symbols in whimsical patterns appear throughout the latest Gucci collection. The colorful pattern stands out against a silk background. This neck bow is playfully defined by an Interlocking G and Web print.,220.0
7569363GAL92164,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679123789/756936_3GAL9_2164_001_100_0000_Light.jpg,GG silk wool shawl with Web,WOMENS SILK ACC,"Signature House codes continue to be reworked in new ways throughout the latest collections. Crafted from silk wool, this shawl is characterized by a motif that mixes the House's monogram.",730.0
756815AAB791051,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1678383946/756815_AAB79_1051_001_100_0000_Light.jpg,Women's MAC80 sneaker,WOMENS SHOES,"A discreet Interlocking G speaks to the subtle narrative that runs through the collection. Presented against black leather, the motif brings the House logo to the fore in this retro-inspired sneaker design.",980.0
756608XJFV79088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028924/756608_XJFV7_9088_001_100_0000_Light.jpg,Cotton jersey shorts with embroidery,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns these cotton jersey shorts, channelling a refined aesthetic.",1300.0
756600XJFV79088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028910/756600_XJFV7_9088_001_100_0000_Light.jpg,Cotton jersey sweatshirt with embroidery,WOMENS RTW,"Oversized volumes are presented across a variety of college-inspired knitwear and jersey styles, presenting the everyday looks in a variety of colors. This cotton jersey crewneck sweatshirt is characterized by an Interlocking G Gucci 1921 embroidery and a striped rib trim.",1400.0
756600XJFV74930,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713805210/756600_XJFV7_4930_001_100_0000_Light.jpg,Cotton jersey sweatshirt with embroidery,WOMENS RTW,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. Oversized volumes are presented across a variety of college-inspired knitwear and jersey styles, presenting the everyday looks in a variety of colors. This cotton jersey crewneck sweatshirt is characterized by an Interlocking G Gucci 1921 embroidery and a striped rib trim.",1400.0
756598XJFV73754,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682698518/756598_XJFV7_3754_001_100_0000_Light.jpg,Cotton jersey pant,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns these bold green cotton jersey pants, channelling refinement at the same time.",1350.0
756598XJFV71043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028900/756598_XJFV7_1043_001_100_0000_Light.jpg,Cotton jersey pant,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns these sleek black cotton jersey pants, channelling refinement at the same time.",1350.0
756596XJFV89692,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713457102/756596_XJFV8_9692_001_100_0000_Light.jpg,Cotton jersey T-shirt with embroidery,WOMENS RTW,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. This white cotton jersey T-shirt is adorned with an Interlocking G Gucci 1921 embroidery, channelling a refined aesthetic.",650.0
756596XJFV89088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715878068/756596_XJFV8_9088_001_100_0000_Light.jpg,Cotton jersey T-shirt with Gucci embroidery,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this cotton jersey T-shirt, channelling a refined aesthetic.",650.0
756596XJFV82091,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028883/756596_XJFV8_2091_001_100_0000_Light.jpg,Cotton jersey T-shirt with Gucci embroidery,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this dark beige cotton jersey T-shirt, which channels refinement at the same time.",650.0
756596XJFV83754,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682698508/756596_XJFV8_3754_001_100_0000_Light.jpg,Cotton jersey T-shirt with Gucci embroidery,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this cotton jersey T-shirt, channelling a refined aesthetic.",650.0
756596XJFV84930,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716832870/756596_XJFV8_4930_001_100_0000_Light.jpg,Cotton jersey T-shirt with embroidery,WOMENS RTW,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif adorns this navy medium cotton jersey T-shirt, channelling a refined aesthetic.",650.0
756596XJFV81043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028874/756596_XJFV8_1043_001_100_0000_Light.jpg,Cotton jersey T-shirt with embroidery,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this cotton jersey T-shirt, channelling a refined aesthetic.",650.0
756592XJFV73754,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682699438/756592_XJFV7_3754_001_100_0000_Light.jpg,Cotton jersey hooded sweatshirt,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this eye-catching green sweatshirt, channelling refinement at the same time.",1700.0
756592XJFV71043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028865/756592_XJFV7_1043_001_100_0000_Light.jpg,Cotton jersey hooded sweatshirt,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this bold black sweatshirt, channelling refinement at the same time.",1700.0
756559ZAMC52254,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718038989/756559_ZAMC5_2254_001_100_0000_Light.jpg,GG linen cotton jacquard jacket,WOMENS RTW,"Distinguished textures and vibrant palettes exude a warm feeling, as one season ends and another one begins. This contemporary jacket is presented in a beige GG linen cotton jacquard, making a curated transition into Pre-Fall.",3800.0
756533ZAMC52014,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686761133/756533_ZAMC5_2014_001_100_0000_Light.jpg,GG linen cotton jacquard pant,WOMENS RTW,"Distinguished textures and vibrant palettes exude a warm feeling, as one season ends and another one begins. This contemporary pant is presented in a beige GG cotton linen across a straight silhouette, making a curated transition into Pre-Fall.",1650.0
756517ZAMC54258,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686328322/756517_ZAMC5_4258_001_100_0000_Light.jpg,GG linen cotton jacquard pant,WOMENS RTW,"Distinguished textures and vibrant palettes exude a warm feeling, as one season ends and another one begins. This contemporary pant is presented in a light blue GG cotton linen across a flared silhouette, making a curated transition into Pre-Fall.",1350.0
756503ZANRP2184,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1683741667/756503_ZANRP_2184_001_100_0000_Light.jpg,GG Supreme silk pant,WOMENS RTW,"Essential pieces in the Pre-Fall 2023 collection are embellished with signature Gucci motifs for the wardrobe. This relaxed pant is presented in GG Supreme printed silk with a tonal piped trim, speaking volumes about stylish comfort.",1700.0
756501AACJC1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685638110/756501_AACJC_1000_001_100_0000_Light.jpg,Women's GG lug loafer with Horsebit,WOMENS SHOES,"The logo continues to be a distinguishing feature of Gucci's collections and appears atop these Women's leather loafers. An homage to Founder Guccio Gucci originally created in the 1930s, the distinctive GG motif has been the inspiration for new explorations of expression for almost a century.",1220.0
755293I33308091,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686068175/755293_I3330_8091_001_100_0000_Light.jpg,Cat-eye optical frame,EYEWEAR,"For the Pre-Fall 2023, cat-eye frames add charm to a selection of optical glasses. The signature Double G detail decorates the temples, completing the silhouette with an archival code.",465.0
755258I33308012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685140234/755258_I3330_8012_001_100_0000_Light.jpg,Square frame sunglasses,EYEWEAR,"Part of the Pre-Fall 2023, these sunglasses are defined by a 1970s square frame construction. Crafted from gold-toned metal, a Gucci lettering appears along the temples, completing the style with a distinct logo feel.",580.0
755257I33308012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685140231/755257_I3330_8012_001_100_0000_Light.jpg,Mask sunglasses,EYEWEAR,"For the Pre-Fall 2023, these sunglasses are defined by a mask shape. Crafted from gold-toned metal, the silhouette is embellished by a Gucci lettering along the temples. Solid grey lens completes the design.",640.0
755257I33308023,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685140232/755257_I3330_8023_001_100_0000_Light.jpg,Mask sunglasses,EYEWEAR,"For the Pre-Fall 2023, these sunglasses are defined by a mask shape. Crafted from gold-toned metal, the silhouette is embellished by a Gucci lettering along the temples. Solid brown lens completes the design.",640.0
755254J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685036719/755254_J0740_2323_001_100_0000_Light.jpg,Rectangular frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, narrow rectangular frames add a charm to a selection of sunglasses. The signature Double G detail decorates the temples, adorning the silhouette with an archival code. A brown lens completes this tortoiseshell acetate frame.",505.0
755254J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685036718/755254_J0740_1012_001_100_0000_Light.jpg,Rectangular frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, narrow rectangular frames add a charm to a selection of sunglasses. The signature Double G detail decorates the temples, adorning the silhouette with an archival code. A grey lens completes this black acetate frame.",505.0
755251J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685036712/755251_J0740_2323_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, cat-eye frames add charm to a selection of optical glasses. The signature Double G detail decorates the temples, completing the tortoiseshell acetate frame with brown lens.",465.0
755251J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684798234/755251_J0740_1012_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, cat-eye frames add charm to a selection of optical glasses. The signature Double G detail decorates the temples, completing the black acetate frame with grey lens.",465.0
755250J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684798227/755250_J0740_2323_001_100_0000_Light.jpg,Geometric-frame sunglasses,EYEWEAR,Frames with unique silhouettes and logo details accompanied key looks during the latest collections. This geometric frame is crafted from tortoiseshell acetate with a gold-toned Double G detail along the temples.,465.0
755247J07402339,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684798217/755247_J0740_2339_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"Classic styles are constantly reimagined through a Gucci lens. A delicate, light tortoiseshell acetate frame characterizes this pair of cat-eye frames. The distinctive Double G logo, which first debuted as a belt buckle, now embellishes select eyewear as bold gold-toned detail.",550.0
755247J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1684798216/755247_J0740_1012_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"Classic styles are constantly reimagined through a Gucci lens. A black tortoiseshell acetate frame characterizes this pair of cat-eye frames. The distinctive Double G logo, which first debuted as a belt buckle, now embellishes select eyewear as bold gold-toned detail.",550.0
755243J16912323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685140220/755243_J1691_2323_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, cat-eye frames add a retro-inspired look to a selection of sunglasses. The signature Double G detail decorates this shiny tortoiseshell injection silhouette with an archival code, featuring a solid brown lens.",360.0
755243J16911012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1685638100/755243_J1691_1012_001_100_0000_Light.jpg,Cat-eye frame sunglasses,EYEWEAR,"For the Pre-Fall 2023, cat-eye frames add charm to a selection of sunglasses. The signature Double G detail decorates the black frame with an archival code, featuring a solid grey lens.",360.0
754018I94588519,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1678752923/754018_I9458_8519_001_100_0000_Light.jpg,GG crystals hairband,FASHION JEWELRY,Essential hair accessories continue to enrich the Gucci collections. This distinctive headband spotlights the House design. The emblematic GG motif appears in crystals for a sparkling contrast on this everyday hair accessory piece.,730.0
753920XKCAN4769,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1683327630/753920_XKCAN_4769_001_100_0000_Light.jpg,GG cotton jacquard polo dress,WOMENS RTW,"A dark blue take on the classic monogram brings this cotton jacquard polo dress to life. Inspired by a design from over seven decades ago, the monogram motif continues to come to the fore of each collection by taking inspiration from the unique narrative that runs through each season.",2200.0
753917XKCAN4769,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028835/753917_XKCAN_4769_001_100_0000_Light.jpg,GG cotton jacquard cardigan,WOMENS RTW,"A dark blue take on the classic monogram brings this cotton jacquard cardigan to life. Inspired by a design from over seven decades ago, the monogram motif continues to come to the fore of each collection by taking inspiration from the unique narrative that runs through each season.",2100.0
753914XKCAN4769,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718124389/753914_XKCAN_4769_001_100_0000_Light.jpg,GG cotton jacquard top,WOMENS RTW,"A dark blue take on the classic monogram brings this cotton jacquard top to life. Inspired by a design from over seven decades ago, the monogram motif continues to come to the fore of each collection by taking inspiration from the unique narrative that runs through each season.",1250.0
753886J1D508006,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1681857911/753886_J1D50_8006_001_100_0000_Light.jpg,Crystal Double G earrings,FASHION JEWELRY,"A signature emblem of the House, the initials of Founder Guccio Gucci define these fashion jewelry pieces. The Double G is set with crystals, adding a sparkling logo touch to the stud earring design.",500.0
753798XJFU19692,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1691079426/753798_XJFU1_9692_001_100_0000_Light.jpg,Technical jersey pant with Web,WOMENS RTW,"Sporty yet retro, Gucci's interpretation of activewear comes through in its Interlocking G logo in the new collection. The subtle motif, with just a touch of nostalgic inspiration, adorns this technical jersey pant and is further enhanced with a blue and red Web stripe along the sides.",1800.0
753595XJFV99088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718123566/753595_XJFV9_9088_001_100_0000_Light.jpg,Cotton jersey hooded sweatshirt,WOMENS RTW,"Oversized volumes are presented across a variety of college-inspired knitwear and jersey styles, presenting the everyday looks in a variety of colors. This cotton jersey hooded sweatshirt is characterized by an Interlocking G embroidered patch and a tonal rib trim.",1350.0
753595XJFV91043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720028826/753595_XJFV9_1043_001_100_0000_Light.jpg,Cotton jersey hooded sweatshirt,WOMENS RTW,"Oversized volumes are presented across a variety of college-inspired knitwear and jersey styles, presenting the everyday looks in a variety of colors. This cotton jersey hooded sweatshirt is characterized by an Interlocking G embroidered patch and a tonal rib trim.",1350.0
753515XDCMH4447,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716998453/753515_XDCMH_4447_001_100_0000_Light.jpg,Denim dress with Web detail,WOMENS RTW,"The Pre-Fall 2023 collection captures the essence of Gucci. Colors, prints, and emblems appear consistently across time-honored silhouettes, demonstrating the House's ability to reinvent signature pieces season after season. This contemporary dress is presented in a blue lightweight washed denim and further elevated with a heritage-inspired green and red Web stripe.",2100.0
753233IEFA09812,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679914822/753233_IEFA0_9812_001_100_0000_Light.jpg,"GUCCI 25H watch, 30mm",WATCHES,"The GUCCI 25H's streamlined silhouette was inspired by the sleek forms of contemporary architecture. The watch is presented with a gold plated multi-layer case and five-link steel bracelet, while the design is completed by a golden brass dial and Interlocking G motif.",4600.0
753210I18G08183,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679915766/753210_I18G0_8183_001_100_0000_Light.jpg,"GUCCI 25H watch, 34mm",WATCHES,"The GUCCI 25H's streamlined silhouette was inspired by the sleek forms of contemporary architecture. This watch is designed with a thin multi-layer case and blue leather strap, while the design is completed by a silver brass dial and an Interlocking G motif.",1500.0
753205I18G08489,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679915761/753205_I18G0_8489_001_100_0000_Light.jpg,"GUCCI 25H watch, 38mm",WATCHES,"The GUCCI 25H's streamlined silhouette was inspired by the sleek forms of contemporary architecture. This watch is designed with a multi-layer case and black leather strap, while the design is completed by a silver brass dial and an Interlocking G motif.",1600.0
753204IEDA09812,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1679915756/753204_IEDA0_9812_001_100_0000_Light.jpg,"GUCCI 25H watch, 38mm",WATCHES,"The GUCCI 25H's streamlined silhouette was inspired by the sleek forms of contemporary architecture. This watch is designed with a thin multi-layer case and blue leather strap, while the design is completed by a golden brass dial and an Interlocking G motif.",1950.0
