productCode,image,category,price,name,description
735153DJ24T2548,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1678869106/735153_DJ24T_2548_001_063_0000_Light.jpg,HANDBAGS,3600.0,حقيبة الكتف Gucci Diana صغيرة الحجم,تظهر حقيبة Gucci Diana بتصميم جديد ضمن مجموعة Gucci Cosmogonie، وتستمر في الجمع بين عناصر الدار لشهيرة ومقابض البامبو وقطعة شعار G المزدوج. ويتميّز الإكسسوار المصنوع من الجلد باللون البني بحزامَين تزيينيَين من الجلد، في لفتة مرحة إلى الأحزمة المُستخدمة للحفاظ على شكل المقابض.
735153DJ24T1092,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1673284566/735153_DJ24T_1092_001_064_0000_Light.jpg,HANDBAGS,3600.0,حقيبة الكتف Gucci Diana صغيرة الحجم,تظهر حقيبة Gucci Diana بتصميم جديد ضمن مجموعة Gucci Cosmogonie، وتستمر في الجمع بين عناصر الدار لشهيرة ومقابض البامبو وقطعة شعار G المزدوج. ويتميّز الإكسسوار المصنوع من الجلد باللون الأسود بحزامَين تزيينيَين من الجلد، في لفتة مرحة إلى الأحزمة المُستخدمة للحفاظ على شكل المقابض.
735145KAAAD8358,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1688046306/735145_KAAAD_8358_001_071_0000_Light.jpg,HANDBAGS,1450.0,حقيبة يد Ophidia الصغيرة,تُحاكي مجموعات الدار فكرة أن قطع الملابس يجب أن تكون مناسبة لأي وقت وألا تقتصر موضتها على موسم واحد معين. ويستمر مونوغرام غوتشيو غوتشي Guccio Gucci الأزلي في إثراء التصاميم الجديدة بطابع الشعار. يتم تقديم حقيبة يد Ophidia الصغيرة هذه بكانفاس GG Supreme التاريخي، وتكتمل بالقطعة المعدنية لشعار G المزدوج.
735145UULBG9683,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1668793556/735145_UULBG_9683_001_071_0000_Light.jpg,HANDBAGS,1450.0,حقيبة يد Ophidia الصغيرة,بوحي من الروح الصيفية والنوادي الشاطئية على الساحل الإيطالي، يُعتبر هذا المنتج جزءاً من مجموعة Gucci Lido.تُحاكي مجموعات الدار فكرة أن قطع الملابس يجب أن تكون مناسبة لأي وقت وألا تقتصر موضتها على موسم واحد معين. ويستمر مونوغرام غوتشيو غوتشي Guccio Gucci الأزلي في إثراء التصاميم الجديدة بطابع الشعار. يتم تقديم حقيبة يد Ophidia الصغيرة هذه بكانفاس GG Supreme التاريخي، وتكتمل بالقطعة المعدنية لشعار G المزدوج.
73513296IWN4076,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1695391226/735132_96IWN_4076_001_074_0030_Light.jpg,HANDBAGS,1980.0,حقيبة يد Ophidia الصغيرة,مثّل شعار GG تطويراً لتصميم غوتشي الأصلي المُعيّني الشكل الذي يعود إلى الثلاثينيات، وترسّخ منذ ذلك الحين كرمز لتراث غوتشي. يزيّن هذا النمط الشهير حقيبة اليد الصغيرة هذه كجزء من مجموعة Ophidia الأخيرة. يكتمل التصميم بالقطعة المعدنية لشعار G المزدوج
735132FABLE9442,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1690391767/735132_FABLE_9442_001_074_0033_Light.jpg,HANDBAGS,1980.0,حقيبة يد Ophidia الصغيرة,مثّل شعار GG تطويراً لتصميم غوتشي الأصلي المُعيّني الشكل الذي يعود إلى الثلاثينيات، وترسّخ منذ ذلك الحين كرمز لتراث غوتشي. يزيّن هذا النمط الشهير حقيبة اليد الصغيرة هذه كجزء من مجموعة Ophidia الأخيرة. يكتمل التصميم بالقطعة المعدنية لشعار G المزدوج
735132UULAG9682,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1694169928/735132_UULAG_9682_001_074_0037_Light.jpg,HANDBAGS,1980.0,حقيبة يد Ophidia صغيرة بنقش GG,مثّل شعار GG تطويراً لتصميم غوتشي الأصلي المُعيّني الشكل الذي يعود إلى الثلاثينيات، وترسّخ منذ ذلك الحين كرمز لتراث غوتشي. يزيّن هذا النمط الشهير حقيبة اليد الصغيرة هذه كجزء من مجموعة Ophidia الأخيرة. يكتمل التصميم بالقطعة المعدنية لشعار G المزدوج
735116FABT61000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1692806504/735116_FABT6_1000_001_056_0021_Light.jpg,HANDBAGS,5200.0,حقيبة Gucci Bamboo 1947 صغيرة جداً ذات مقبض علوي,بفضل ميزاتها الفريدة من نوعها مثل مقبض البامبو المقوّس على شكل يد والإغلاق والجيب المفتوح مع مرآة، تجسّد حقيبة Gucci Bamboo 1947 أسلوب الدار الاستثنائي ومهاراتها الحِرَفية الممتازة. متوفرة حصرياً عبر مستشاري خدمة الزبائن وفي متاجر محددة.
735116FAA4Z2554,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1672686083/735116_FAA4Z_2554_001_056_0013_Light.jpg,HANDBAGS,4300.0,حقيبة Gucci Bamboo 1947 صغيرة جداً ذات مقبض علوي,بفضل ميزاتها الفريدة من نوعها مثل مقبض البامبو المقوّس على شكل يد والإغلاق والجيب المفتوح مع مرآة، تجسّد حقيبة Gucci Bamboo 1947 أسلوب الدار الاستثنائي ومهاراتها الحِرَفية الممتازة. متوفرة حصرياً عبر مستشاري خدمة الزبائن وفي متاجر محددة.
735103KLQJG9785,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1675868240/735103_KLQJG_9785_001_063_0005_Light.jpg,HANDBAGS,2500.0,حقيبة كتف Padlock صغيرة جداً,يتم تقديم التصميم المحدد القوام لحقيبة Padlock بكانفاس GG Supreme مع جزء علوي من الجلد باللون الأسود. تتميّز حقيبة الكتف الصغيرة بإغلاق بقطعة Padlock، بما يُعيد إلى الأذهان جذور العلامة التجارية في عالم الترفيه وحقائب السفر.
735049UM8HG1046,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1665072056/735049_UM8HG_1046_001_060_0000_Light.jpg,HANDBAGS,2150.0,حقيبة يد من الجلد المبطن بنقش GG,يشكّل الجلد المبطن مادة مميّزة من مواد الدار، وذلك بفضل قوامها الناعم للغاية. يُميّز شعار GG المُبرغل مجموعة من حقائب اليد، بما في ذلك هذه الحقيبة المصنوعة من الجلد باللون الأسود. أمّا قطعة G المزدوج المعدنية، فتميّز الجهة الأمامية من هذه القطعة، لتستكمل طابع الشعار المُرهف الذي يغمر التصميم.
734525ZAMHP9245,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720716336/734525_ZAMHP_9245_001_100_0000_Light.jpg,WOMENS RTW,1600.0,قميص من قطن البوبلين,يتميّز القميص من قطن بوبلين باللون الأبيض بتصميم واسع وتركيز على التفاصيل التي تصنع فرقاً ملحوظاً. تُترجم غوتشي إرثها وإبداعها وروحها الابتكارية إلى مجموعات لا تُعد ولا تُحصى. بدءاً من القطع الأساسية ووصولاً إلى الإكسسوارات المميّزة، ومن قطع الملابس اليومية حتى قطع الملابس للمناسبات الخاصة، تجعل شعارات الدار المحببة من الأزياء الجاهزة وحقائب اليد والأحذية وغيرها من المجموعات أكثر روعة.
7334343G0019088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1671664651/733434_3G001_9088_001_100_0000_Light.jpg,WOMENS SILK ACC,240.0,فيونكة عنق من الحرير بطبعة Flora,تستمر طبعة Flora التاريخية في إغناء قِصص المجموعات، فتُشبع كلاً منها بطابع رومانسي. صُممت الطبعة في الأصل من قِبل الفنان فيتوريو أكورنيرو Vittorio Accornero في الستينيات، وقد أُعيد تخيّلها في فيونكة العنق هذه من الحرير باللون الأبيض لتظهر على شكل شلال من الأزهار الغنية بالألوان بظلال متباينة ومفعمة بالحياة.
7334343G0011088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1671560164/733434_3G001_1088_001_100_0000_Light.jpg,WOMENS SILK ACC,240.0,فيونكة عنق من الحرير بطبعة Flora,تستمر طبعة Flora التاريخية في إغناء قِصص المجموعات، فتُشبع كلاً منها بطابع رومانسي. صُممت الطبعة في الأصل من قِبل الفنان فيتوريو أكورنيرو Vittorio Accornero في الستينيات، وقد أُعيد تخيّلها في فيونكة العنق هذه من الحرير باللون الأسود لتظهر على شكل شلال من الأزهار الغنية بالألوان بظلال متباينة ومفعمة بالحياة.
733393I33308023,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664561717/733393_I3330_8023_001_100_0000_Light.jpg,EYEWEAR,595.0,نظارات شمسية بإطار مستطيل,تتميّز النظارات الشمسية بإطار مستدير مصنوع من المعدن باللون الذهبي مع عدستَين باللون البني الموحّد. يستمر تفصيل شعار G المتشابك الفريد بتزيين مجموعات غوتشي، ويظهر على الذراعَين.
733391J16961023,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1663691430/733391_J1696_1023_001_100_0000_Light.jpg,EYEWEAR,340.0,نظارات شمسية بإطار أفياتور,تستمر غوتشي في إعادة تخيّل الإكسسوارات اليومية بطرق جديدة. تتميّز النظارات الشمسية أفياتور بإطار وذراعين بتقنية الحقن باللون الأسود وتتعزّز أكثر بعد من خلال أحرف شعار الدار. يكتمل التصميم بعدستَين باللون البني الداكن.
733382I33308112,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664578038/733382_I3330_8112_001_100_0000_Light.jpg,EYEWEAR,505.0,نظارات شمسية بإطار نافيجاتور,تجمع أطر نافيجاتور هذه بين التفاصيل الكلاسيكية والبنية العصرية. وهنا، يظهر شريط ويب مطلي بالمينا على طول ذراعَي هذا التصميم المصنوع من معدن الروثينيوم الفاتح كإشارة مرهفة إلى جذور الدار المتأصلة في عالم الفروسية. ويكتمل التصميم مع عدستَين باللون الرمادي.
733376J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1663692369/733376_J0740_1012_001_100_0000_Light.jpg,EYEWEAR,610.0,نظارات شمسية بإطار مربع,صُممت هذه النظارات الشمسية المربعة بإطار عريض مصنوع من الأسيتات باللون الأسود، مما يُضفي طابعاً عصرياً على الإطلالة. تزيّن المسامير المعدنية بلمسات نهائية ذهبية الإطار والذراعَين، بينما يظهر اسم الدار على الجانب لإضفاء طابع الشعار المرهف.
733375J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1680093025/733375_J0740_2323_001_100_0000_Light.jpg,EYEWEAR,390.0,نظارات شمسية بإطار مستطيل الشكل,تُعدّ الأطر الراقية مستطيلة الشكل إكسسواراً لا يبليه كرّ الأيام لطالما شكّل جزءاً من الصيحات الرائجة. صُنعت هذه النظارات الشمسية العصرية من الأسيتات بنقش صدفة ظهر السلحفاة باللون البني وهي تزخر بإشراقة مميزة بفضل شعار G المزدوج باللون الذهبي على امتداد الذراعَين.
733375J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1665481561/733375_J0740_1012_001_100_0000_Light.jpg,EYEWEAR,390.0,نظارات شمسية بتصميم عيون القطة,صُنعت نظارات شمسية بتصميم عيون القطة من الأسيتات باللون الأسود اللامع مع عدستَين باللون الرمادي، وتذكّرنا بتأثيرات الريترو التي تتجسّد في تصاميم حديثة للحصول على إطلالة بطابع عصري دائم.
733369J16919212,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689611440/733369_J1691_9212_001_100_0000_Light.jpg,EYEWEAR,450.0,نظارات شمسية بإطار مستطيل,بوحي من الروح الصيفية والنوادي الشاطئية على الساحل الإيطالي، يُعتبر هذا المنتج جزءاً من مجموعة Gucci Lido.تعكس هذه النظارات الشمسية المستطيلة والمصنوعة من المعدن تأثيرات المجموعة الريترو، وقد تم إثراؤها أكثر بشعار G المتشابك المقصوص على الذراعين. يتميّز التصميم بعدستَين باللون البني الموحّد وهو مصنوع باستخدام تقنية الحقن باللون الأبيض اللامع.
733369J16912323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716913815/733369_J1691_2323_001_100_0000_Light.jpg,EYEWEAR,450.0,نظارات شمسية بإطار مستطيل الشكل,لمجموعة ما قبل الخريف 2024، يُعاد تفسير العناصر الأرشيفية بلمسة عصرية. وفي هذا التصميم، يزدان الإطار المستطيل المصنوع بتقنية الحقن بنقش صدفة ظهر السلحفاة بتفصيل شعار G المتشابك المقصوص على الذراعَين.
733369J16911012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1663692358/733369_J1691_1012_001_100_0000_Light.jpg,EYEWEAR,450.0,نظارات شمسية بإطار مستطيل,تتميّز هذه النظارات الشمسية بإطار مستطيل ببنيتها المصنوعة من الأسيتات باللون الأسود الجريء، مما ينتج عنه تصميم نهائي عصري بامتياز. ويزدان الذراعَين بشعار G المتشابك المقصوص.
733368J16911012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1665481552/733368_J1691_1012_001_100_0000_Light.jpg,EYEWEAR,710.0,نظارات شمسية مستطيلة الشكل وكبيرة الحجم,تذكّرنا الأطر مربّعة الشكل والمصنوعة بتقنية الحقن بتأثيرات الريترو التي تتجسّد في تصاميم عصرية للحصول على إطلالة بطابع عصري دائم. تضفي العدستَين المتدرّجتين باللون الرمادي لمسة فريدة ومتنوّعة في الوقت عينه، تسمح بارتداء القطعة مراراً وتكراراً.
733360J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1666632698/733360_J0740_1012_001_100_0000_Light.jpg,EYEWEAR,405.0,نظارات شمسية بتصميم عيون القطة,صُنعت هذه النظارات الشمسية بتصميم عيون القطة من الأسيتات باللون الأسود اللامع مع عدستَين باللون الرمادي، مما يقدّم قطعة متعددة الاستخدامات يمكن ارتداؤها مراراً وتكراراً. وسط عالم سريالي ينبض بالإشارات الغامضة وينعم بجوّ أشبه بالأحلام، تستكمل التصاميم الساحرة قِصّة الدار.
733347J07401012,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664578018/733347_J0740_1012_001_100_0000_Light.jpg,EYEWEAR,550.0,نظارات شمسية بإطار مربع,صُنعت هذه النظارات الشمسية من الأسيتات باللون الأسود، وهي تتميّز بإطار مربع. يزدان الذراعان بتفصيل مقلّم باللون البني، في حين يظهر شعار G المتشابك المميّز على شكل تفصيل مُرهف باللون الذهبي.
733347J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664578020/733347_J0740_2323_001_100_0000_Light.jpg,EYEWEAR,550.0,نظارات شمسية بإطار مربع,صُنعت هذه النظارات الشمسية من الأسيتات باللون البني الداكن، وهي تتميّز بإطار مربع. يزدان الذراعان بتفصيل مقلّم باللونين الأخضر والأحمر، في حين يظهر شعار G المتشابك المميّز على شكل تفصيل مُرهف باللون الذهبي.
733331J07402323,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664577991/733331_J0740_2323_001_100_0000_Light.jpg,EYEWEAR,390.0,نظارات شمسية بإطار هندسي الشكل,ورافقت الأطر بأشكالها غير الاعتيادية وتفاصيلها المزيّنة بالشعارات الإطلالات الأساسية بأكملها ضمن أحدث المجموعات. صُنع هذا الإطار الهندسي من الأسيتات باللون البني الداكن مع تفصيل شعار G المتشابك باللون الذهبي على الذراعَين.
732193FABH29178,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1662568284/732193_FABH2_9178_001_100_0000_Light.jpg,WOMENS SHOES,1120.0,حذاء سنيكرز Screener للنساء,تتميّز أحذية سنيكرز Screener التي سُمّيت تيمناً بالحركة الرياضية الدفاعية والمتأثرة بالأحذية الرياضية الكلاسيكية من السبعينيات باشتمالها على شريط ويب على الجانب وشعار Gucci بمظهر فينتاج. وهنا، يُعاد ابتكار التصميم مع قماش بشعار GG محدّد بأحجار الكريستال، مع تفاصيل من الجلد باللون الأخضر الفينتاج.
732193FADQ79096,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717090274/732193_FADQ7_9096_001_100_0000_Light.jpg,WOMENS SHOES,1120.0,حذاء سنيكرز Screener للنساء,تتميّز أحذية سنيكرز Screener التي سُمّيت تيمناً بالحركة الرياضية الدفاعية والمتأثرة بالأحذية الرياضية الكلاسيكية من السبعينيات باشتمالها على شريط ويب على الجانب وشعار Gucci بمظهر فينتاج. وهنا يُعاد تخيّل التصميم بالجلد باللون الرمادي وبكانفاس GG Crystal باللون الأبيض، بينما يكتمل التصميم بشريط ويب مزيّن بالترتر باللونين الرمادي والأبيض.
731975ZAPSV5186,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712595612/731975_ZAPSV_5186_001_100_0000_Light.jpg,WOMENS RTW,1700.0,بنطال من الحرير مع طبعة مُزهرة,تمهّد مجموعة الألوان المستوحاة من الحديقة والطبعات المُزهرة والأقمشة الأنيقة خفيفة الوزن للطقس الأكثر دفئاً. يزدان هذا البنطال الواسع والمريح والمصنوع من الحرير بطبعة دقيقة وزخارف بحجم كبير على طول الحاشية. ويضفي حزام الخصر المطاطي طابعاً مريحاً على القطعة.
731912ZAK7S1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715967018/731912_ZAK7S_1000_001_100_0000_Light.jpg,WOMENS RTW,2700.0,قميص بياقة من الدانتيل بشعار Gucci,بطابع مُشبّع بالرومانسية، يُعيد هذا القميص تخيّل مونوغرام الدار من خلال قماش الدانتيل الفاخر. ويكتمل التصميم بالياقة المدببة المميّزة التي تسلّط الضوء عليه أكثر.
731817AAA9F1712,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1706809512/731817_AAA9F_1712_001_081_0000_Light.jpg,HANDBAGS,2100.0,حقيبة كتف صغيرة على شكل هلال,استُوحيَت حقيبة الكتف Aphrodite الصغيرة بالشكل الهلالي من أرشيفات الدار، وهي مصنوعة من الجلد الناعم وتتميّز بشعار G المزدوج الذي يُعتبر رمزاً من رموز الدار تم تقديمه في الأصل خلال سبعينيات القرن الماضي. تجسيداّ لفكرة تعددية الاستخدام، تم تعزير هذه الحقيبة بحزامَي كتف، أحدهما مصنوع من الجلد والآخر هو عبارة عن تصميم سلسلة غوتشي الشهير باللون الذهبي.
731817AAA9F1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1692980259/731817_AAA9F_1000_001_081_0000_Light.jpg,HANDBAGS,2100.0,حقيبة كتف صغيرة على شكل هلال,تم تقديم مجموعة Gucci Cosmogonie أمام خلفية قصر كاستل دل مونتي التاريخي في إيطاليا. جمع عرض الأزياء عناصر جمالية من عصور ومناطق جغرافية بعيدة، وربط عناصر من الماضي مع الحاضر. استُوحيَت حقيبة الكتف الصغيرة الجديدة على من أرشيفات الدار، وهي مصنوعة من الجلد الناعم وتتميّز بشعار G المزدوج الذي يُعتبر رمزاً من رموز الدار تم تقديمه في الأصل خلال سبعينيات القرن الماضي. تجسيداّ لفكرة تعددية الاستخدام، تم تعزير هذه الحقيبة بحزامَي كتف، أحدهما مصنوع من الجلد والآخر هو عبارة عن تصميم سلسلة غوتشي الشهير باللون الذهبي.
731817AABE99022,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1668793542/731817_AABE9_9022_001_081_0000_Light.jpg,HANDBAGS,2100.0,حقيبة كتف صغيرة على شكل هلال,تم تقديم مجموعة Gucci Cosmogonie أمام خلفية قصر كاستل دل مونتي التاريخي في إيطاليا. جمع عرض الأزياء عناصر جمالية من عصور ومناطق جغرافية بعيدة، وربط عناصر من الماضي مع الحاضر. استُوحيَت حقيبة الكتف الصغيرة الجديدة على من أرشيفات الدار، وهي مصنوعة من الجلد الناعم وتتميّز بشعار G المزدوج الذي يُعتبر رمزاً من رموز الدار تم تقديمه في الأصل خلال سبعينيات القرن الماضي. تجسيداّ لفكرة تعددية الاستخدام، تم تعزير هذه الحقيبة بحزامَي كتف، أحدهما مصنوع من الجلد والآخر هو عبارة عن تصميم سلسلة غوتشي الشهير باللون الذهبي.
731751FACFB8499,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1680546090/731751_FACFB_8499_001_072_0010_Light.jpg,HANDBAGS,3250.0,حقيبة الكتف الصغيرة Dionysus,تظهر تركيبات الأقمشة الجديدة والألوان الغنية في المجموعة بأكملها، مما يضفي طابعاً ساحراً على بعض التصاميم التي تشتهر بها الدار. يتم تقديم تصميم Dionysus كحقيبة كتف صغيرة من حرير الساتان باللون الأسود مع شعار GG من أحجار الكريستال. يزدان حزام كتف على شكل سلسلة بأحجار الكريستال البرّاقة التي تستكمل روعة التصميم.
731061XKCZ39791,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718123479/731061_XKCZ3_9791_001_100_0000_Light.jpg,WOMENS RTW,1400.0,بلوزة من الصوف الفاخر للغاية,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنعت هذه البلوزة من الصوف الفاخر للغاية باللون العاجي وتتميّز بإنتارسيا Horsebit مع تطريز Gucci، كتكريم لإرث الدار.
731061XKCZ34330,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1719864135/731061_XKCZ3_4330_001_100_0000_Light.jpg,WOMENS RTW,1400.0,بلوزة من الصوف الفاخر للغاية,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنعت هذه البلوزة من الصوف الفاخر للغاية باللون الأزرق الداكن وتتميّز بإنتارسيا Horsebit وشعار Gucci، في تكريم لإرث الدار.
731061XKCZ31043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1674672434/731061_XKCZ3_1043_001_100_0000_Light.jpg,WOMENS RTW,1400.0,بلوزة من الصوف الفاخر مع إنتارسيا Horsebit,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنعت هذه البلوزة من الصوف الفاخر للغاية باللون الأسود وتتميّز بإنتارسيا Horsebit مع تطريز Gucci، كتكريم لإرث الدار.
731059XKCZ39791,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718123472/731059_XKCZ3_9791_001_100_0000_Light.jpg,WOMENS RTW,1980.0,كارديغان من الصوف الفاخر للغاية,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنع هذا الكارديغان من الصوف الفاخر للغاية باللون العاجي ويتميّز بإنتارسيا Horsebit وشعار Gucci، في تكريم لإرث الدار.
731059XKCZ34330,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1683824414/731059_XKCZ3_4330_001_100_0000_Light.jpg,WOMENS RTW,1980.0,كارديغان من الصوف الفاخر للغاية,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنع هذا الكارديغان من الصوف الفاخر للغاية باللون الأزرق الداكن ويتميّز بإنتارسيا Horsebit وشعار Gucci، في تكريم لإرث الدار.
731059XKCZ31043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1719864122/731059_XKCZ3_1043_001_100_0000_Light.jpg,WOMENS RTW,1980.0,كارديغان من الصوف الفاخر للغاية,تستمر غوتشي في استكشاف الاحتمالات المتنوّعة، فتُترجم الفكرة من خلال الأقمشة والقَصّات لتقديم غايات وأساليب جديدة لارتداء الملابس. صُنع هذا الكارديغان من الصوف الفاخر للغاية باللون الأسود ويتميّز بإنتارسيا Horsebit مع تطريز Gucci، كتكريم لإرث الدار.
7308873HAWS1060,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1691426795/730887_3HAWS_1060_001_100_0000_Light.jpg,SOFT ACCESSORIES,4500.0,قبعة من لباد الصوف,يعلن شعار Horsebit بدء حقبة الفروسية في تاريخ غوتشي الغني، ويتطوّر باستمرار مع كل مجموعة بينما يحافظ على أصالة المفهوم الجمالي الذي تعتمده الدار. تزدان الإكسسوارات الناعمة في التصاميم المتميّزة بنسخة متلألئة عن شعار Horsebit. تزدان القطعة المعدنية الجديدة بأحجار الكريستال، وتضفي لمسةً فاخرة على التصميم. تتميّز هذه القبعة المصنوعة من لباد الصوف بسلسلة Horsebit.
730588XUAB79200,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1664901064/730588_XUAB7_9200_001_100_0000_Light.jpg,WOMENS RTW,950.0,طقم ملابس داخلية من قماش التول بنقش GG,"صُنعت مجموعة الملابس الداخلية هذه من التول المطرز بشعار GG باللون العاجي، وهي تجسّد ما يصفه المخرج الإبداعي على أنه ""مفهوم جمالي شائع للجاذبية المطلقة""، هذا المفهوم الذي تمّ استكشافه عبر المجموعات الأخيرة مع إشارات إلى فكرة الأزياء المتحررة من القيود التي شهدتها التسعينيات."
729412J85405702,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1678751211/729412_J8540_5702_001_100_0000_Light.jpg,FINE JEWELRY,1800.0,خاتم Gucci Interlocking مرصّع بالألماس,تستمدّ مجموعة المجوهرات Gucci Interlocking الوحي من الشعار الهندسي، والنتيجة أساور متقاطعة وأقراط وحيدة وأقراط على شكل حلقات مزيّنة بشعار GG وأقراط على شكل مسامير والمزيد غيرها من الأقراط المرصّعة بالألماس، باللون الأصفر العادي أو الذهبي الوردي. يتحوّل هذا الخاتم المرصّع بالألماس من مجموعة Interlocking G من دون جهد من إكسسوار نهاري إلى إكسسوار مسائي.
729408J85405702,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682028949/729408_J8540_5702_001_100_0000_Light.jpg,FINE JEWELRY,3250.0,أقراط Gucci Interlocking على شكل مسامير مع الألماس,تستمدّ مجموعة المجوهرات Gucci Interlocking الوحي من الشعار الهندسي، والنتيجة أساور متقاطعة وخواتم GG Pavé، بالإضافة إلى الأقراط الوحيدة والأقراط على شكل حلقات مزيّنة بشعار GG والمزيد غيرها من الأقراط المرصّعة بالألماس، باللون الأصفر العادي أو الذهبي الوردي. تتحوّل هذه الأقراط المصنوعة على شكل مسامير والمرصّعة بالألماس من مجموعة Interlocking G من دون جهد من إكسسوار نهاري إلى إكسسوار مسائي.
729403J85405702,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682028944/729403_J8540_5702_001_100_0000_Light.jpg,FINE JEWELRY,2650.0,سوار Gucci Interlocking مرصّع بالألماس,تستمدّ مجموعة المجوهرات Gucci Interlocking الوحي من الشعار الهندسي، والنتيجة أساور متقاطعة وخواتم GG Pavé، بالإضافة إلى الأقراط الوحيدة والأقراط على شكل حلقات مزيّنة بشعار GG وأقراط على شكل مسامير مرصّعة بالألماس، باللون الأصفر العادي أو الذهبي الوردي. يتحوّل هذا السوار المرصّع بالألماس من مجموعة Interlocking G من دون جهد من إكسسوار نهاري إلى إكسسوار مسائي.
729402J85405702,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1720457125/729402_J8540_5702_001_100_0000_Light.jpg,FINE JEWELRY,3300.0,قلادة Gucci Interlocking مرصّعة بالألماس,تستمدّ مجموعة المجوهرات Gucci Interlocking الوحي من الشعار الهندسي، والنتيجة أساور متقاطعة وخواتم GG Pavé، بالإضافة إلى الأقراط الوحيدة والأقراط على شكل حلقات مزيّنة بشعار GG وأقراط على شكل مسامير مرصّعة بالألماس، باللون الأصفر العادي أو الذهبي الوردي. يتحوّل هذا العقد من دون جهد من إكسسوار نهاري إلى إكسسوار مسائي.
